causa_de_muerte;sexo;periodo;muertes;poblacion;tasa_mortalidad;causa_muerte_categoría
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;2020;9440;3991916;236.48;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;2021;8866;4038757;219.52;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;2022;9410;4117903;228.51;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;2023;9034;4298082;210.19;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1980;1015;2443783;41.53;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1981;933;2507533;37.21;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1982;991;2558996;38.73;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1983;995;2610435;38.12;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1984;941;2661599;35.35;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1985;1106;2708744;40.83;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1986;1115;2774358;40.19;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1987;1300;2838657;45.8;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1988;1461;2922024;50;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1989;1566;2996228;52.27;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1990;1679;3074174;54.62;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1991;1894;3150162;60.12;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1992;1891;3228046;58.58;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1993;2125;3304288;64.31;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1994;2484;3387822;73.32;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1995;2683;3470349;77.31;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1996;2906;3560364;81.62;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1997;3251;3640110;89.31;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1998;3725;3728866;99.9;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;1999;5225;3812216;137.06;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2000;5497;3881389;141.62;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2001;6242;3954545;157.84;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2002;6833;4040546;169.11;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2003;8308;4102873;202.49;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2004;7825;4133445;189.31;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2005;8848;4149317;213.24;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2006;8866;4230548;209.57;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2007;9607;4273845;224.79;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2008;9979;4326531;230.65;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2009;10757;4405185;244.19;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2010;11079;4485264;247.01;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2011;11712;4576443;255.92;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2012;12933;4652634;277.97;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2013;12432;4717212;263.55;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2014;13758;4805632;286.29;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2015;15183;4880385;311.1;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2016;14702;4931332;298.13;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2017;15431;4995025;308.93;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2018;15131;5063964;298.8;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2019;15034;5136347;292.7;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2020;16072;5219522;307.92;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2021;14098;5272727;267.38;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2022;15171;5363899;282.84;VI-VIII. Nerviosas
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;2023;14665;5610155;261.40;VI-VIII. Nerviosas
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1980;45734;1684490;2715.01;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1981;46343;1721573;2691.9;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1982;45020;1748866;2574.24;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1983;47267;1777165;2659.69;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1984;45843;1804686;2540.22;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1985;47360;1833591;2582.91;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1986;45383;1879026;2415.24;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1987;45198;1940681;2328.98;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1988;46382;2007437;2310.51;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1989;46423;2072463;2239.99;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1990;46878;2136519;2194.13;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1991;48283;2197924;2196.75;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1992;47074;2264728;2078.57;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1993;47993;2328741;2060.9;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1994;46997;2397576;1960.19;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1995;47756;2466010;1936.57;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1996;48373;2540147;1904.34;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1997;48417;2609082;1855.71;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1998;49948;2683704;1861.16;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;1999;50466;2753555;1832.76;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2000;47777;2810300;1700.07;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2001;47441;2872106;1651.78;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2002;48206;2940001;1639.66;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2003;49869;2989967;1667.88;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2004;47598;3013230;1579.63;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2005;48838;3020568;1616.85;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2006;46448;3093602;1501.42;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2007;48126;3133315;1535.95;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2008;46884;3179764;1474.45;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2009;46408;3252782;1426.72;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2010;46258;3325137;1391.16;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2011;45963;3406554;1349.25;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2012;47273;3475406;1360.22;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2013;45583;3535710;1289.22;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2014;45650;3617044;1262.08;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2015;48512;3684229;1316.75;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2016;47117;3732871;1262.22;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2017;48169;3789274;1271.19;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2018;47691;3854490;1237.28;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2019;46446;3920576;1184.67;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2020;47320;3991916;1185.4;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2021;47191;4038757;1168.45;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2022;48162;4117903;1169.58;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Hombres;2023;46538;4298082;1082.76;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1980;60281;2443783;2466.71;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1981;61633;2507533;2457.91;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1982;60315;2558996;2356.98;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1983;64621;2610435;2475.49;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1984;62358;2661599;2342.88;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1985;65452;2708744;2416.32;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1986;64375;2774358;2320.36;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1987;63813;2838657;2248;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1988;65581;2922024;2244.37;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1989;66147;2996228;2207.68;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1990;66770;3074174;2171.97;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1991;68204;3150162;2165.1;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1992;66205;3228046;2050.93;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1993;67658;3304288;2047.58;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1994;66574;3387822;1965.1;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1995;66800;3470349;1924.88;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1996;67334;3560364;1891.21;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1997;66751;3640110;1833.76;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1998;68783;3728866;1844.61;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;1999;68653;3812216;1800.87;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2000;65704;3881389;1692.8;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2001;65086;3954545;1645.85;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2002;65908;4040546;1631.17;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2003;68188;4102873;1661.96;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2004;64839;4133445;1568.64;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2005;66327;4149317;1598.5;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2006;62643;4230548;1480.73;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2007;64342;4273845;1505.48;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2008;64377;4326531;1487.96;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2009;62619;4405185;1421.48;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2010;62234;4485264;1387.52;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2011;62032;4576443;1355.46;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2012;64431;4652634;1384.83;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2013;61526;4717212;1304.29;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2014;61361;4805632;1276.86;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2015;65247;4880385;1336.92;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2016;61979;4931332;1256.84;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2017;63708;4995025;1275.43;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2018;62293;5063964;1230.12;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2019;59531;5136347;1159.01;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2020;61194;5219522;1172.41;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2021;60610;5272727;1149.5;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2022;61294;5363899;1142.71;IX. Circulatorias
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;2023;57726;5610155;1028.96;IX. Circulatorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1980;12391;1684490;735.59;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1981;13300;1721573;772.55;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1982;11978;1748866;684.9;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1983;13849;1777165;779.27;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1984;13156;1804686;728.99;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1985;14746;1833591;804.21;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1986;14133;1879026;752.14;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1987;13920;1940681;717.27;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1988;14858;2007437;740.15;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1989;15891;2072463;766.77;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1990;17424;2136519;815.53;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1991;17063;2197924;776.32;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1992;16372;2264728;722.91;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1993;17726;2328741;761.18;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1994;17260;2397576;719.89;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1995;18746;2466010;760.18;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1996;19666;2540147;774.21;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1997;19748;2609082;756.89;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1998;21606;2683704;805.08;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;1999;23865;2753555;866.7;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2000;21903;2810300;779.38;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2001;20300;2872106;706.8;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2002;22394;2940001;761.7;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2003;23263;2989967;778.04;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2004;21209;3013230;703.86;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2005;24861;3020568;823.06;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2006;20916;3093602;676.11;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2007;23205;3133315;740.59;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2008;23159;3179764;728.32;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2009;22679;3252782;697.22;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2010;21579;3325137;648.97;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2011;22483;3406554;659.99;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2012;24694;3475406;710.54;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2013;22484;3535710;635.91;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2014;22994;3617044;635.71;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2015;26860;3684229;729.05;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2016;24171;3732871;647.52;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2017;26319;3789274;694.57;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2018;26976;3854490;699.86;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2019;24089;3920576;614.43;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2020;21819;3991916;546.58;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2021;18925;4038757;468.58;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2022;21979;4117903;533.74;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Hombres;2023;23579;4298082;548.59;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1980;10294;2443783;421.23;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1981;11111;2507533;443.1;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1982;9362;2558996;365.85;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1983;10924;2610435;418.47;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1984;9688;2661599;363.99;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1985;11026;2708744;407.05;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1986;10814;2774358;389.78;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1987;9798;2838657;345.16;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1988;10502;2922024;359.41;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1989;11030;2996228;368.13;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1990;12399;3074174;403.33;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1991;11789;3150162;374.23;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1992;11023;3228046;341.48;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1993;11970;3304288;362.26;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1994;11626;3387822;343.17;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1995;12527;3470349;360.97;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1996;13295;3560364;373.42;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1997;13624;3640110;374.27;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1998;15033;3728866;403.15;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;1999;17902;3812216;469.6;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2000;16125;3881389;415.44;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2001;14328;3954545;362.32;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2002;16127;4040546;399.13;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2003;17592;4102873;428.77;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2004;15318;4133445;370.59;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2005;19141;4149317;461.3;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2006;15777;4230548;372.93;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2007;17636;4273845;412.65;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2008;17920;4326531;414.19;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2009;17484;4405185;396.9;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2010;16092;4485264;358.77;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2011;16899;4576443;369.26;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2012;20002;4652634;429.91;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2013;17513;4717212;371.26;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2014;18163;4805632;377.95;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2015;22098;4880385;452.79;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2016;19727;4931332;400.03;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2017;22487;4995025;450.19;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2018;23493;5063964;463.93;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2019;20419;5136347;397.54;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2020;17698;5219522;339.07;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2021;14025;5272727;265.99;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2022;18129;5363899;337.98;X. Respiratorias
062-067 X.Enfermedades del sistema respiratorio;Mujeres;2023;20307;5610155;361.97;X. Respiratorias
068-072 XI.Enfermedades del sistema digestivo;Hombres;1980;5614;1684490;333.28;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1981;5494;1721573;319.13;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1982;5646;1748866;322.84;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1983;5762;1777165;324.22;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1984;5853;1804686;324.32;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1985;5992;1833591;326.79;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1986;6112;1879026;325.27;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1987;6343;1940681;326.84;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1988;6345;2007437;316.07;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1989;6473;2072463;312.33;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1990;6686;2136519;312.94;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1991;6691;2197924;304.42;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1992;6576;2264728;290.37;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1993;6778;2328741;291.06;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1994;6736;2397576;280.95;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1995;6829;2466010;276.93;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1996;7048;2540147;277.46;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1997;6868;2609082;263.23;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1998;7250;2683704;270.15;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;1999;7247;2753555;263.19;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2000;6977;2810300;248.27;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2001;7013;2872106;244.18;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2002;7228;2940001;245.85;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2003;7456;2989967;249.37;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2004;7377;3013230;244.82;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2005;7434;3020568;246.11;XI. Digestivas
068-072 XI.Enfermedades del sistema digestivo;Hombres;2006;7300;3093602;235.97;XI. Digestivas
